Name	Value.id	Value.chineseS	Value.chineseT	Value.english	Value.japanese	Value.german	Value.chineseH	korean
TextConfig	1001005	后置槽：此法杖每次施法充能PostSlotTriggerChargeRatio点	後置槽：此法杖每次施法充能PostSlotTriggerChargeRatio點	Post Slot: The wand charge PostSlotTriggerChargeRatio energy for every spell cast.	後続スロット：この杖を使用する場合、呪文を唱えるたびに、魔力をPostSlotTriggerChargeRatioチャージする	Hinterer Slot: Dieser Zauberstab lädt bei jedem Zauberspruch um PostSlotTriggerChargeRatio Punkte auf		후속 슬롯: 이 지팡이로 주문을 시전할 때마다 PostSlotTriggerChargeRatio 점 충전
TextConfig	1001006	后置槽：此法杖每次造成高于DamageThreshold点伤害充能PostSlotTriggerChargeRatio点	後置槽：此法杖每次傷害高於DamageThreshold充能PostSlotTriggerChargeRatio點	Post Slot: The wand charge PostSlotTriggerChargeRatio energy for every DamageThreshold damage above.	後続スロット：この杖を使用する場合、与ダメージがDamageThreshold以上の場合は毎回、魔力をPostSlotTriggerChargeRatioチャージする	Hinterer Slot: Dieser Zauberstab lädt um PostSlotTriggerChargeRatio Punkte auf, wenn dieser Stab Schaden über DamageThreshold Punkte verursacht		후속 슬롯: 이 지팡이를 사용하여, 피해를 DamageThreshold 이상 줄 때마다 PostSlotTriggerChargeRatio 점 충전
TextConfig	1001007	后置槽：此法杖每次暴击充能PostSlotTriggerChargeRatio点	後置槽：此法杖每次暴擊充能PostSlotTriggerChargeRatio點	Post Slot: The wand charge PostSlotTriggerChargeRatio energy for every critical hit.	後続スロット：この杖を使用する場合、クリティカルダメージを与えるたびに、魔力をPostSlotTriggerChargeRatioチャージする	Hinterer Slot: Dieser Zauberstab lädt bei jedem kritischen Treffer um PostSlotTriggerChargeRatio Punkte auf		후속 슬롯 :이 지팡이를 사용하여 치명타 피해를 입힐 때마다 PostSlotTriggerChargeRatio 점 충전
TextConfig	1001008	后置槽：每次受伤充能PostSlotTriggerChargeRatio点	後置槽：每次受傷充能PostSlotTriggerChargeRatio點	Post Slot: Charge PostSlotTriggerChargeRatio energy every time the character takes damage.	後続スロット：ダメージを受けるたびに、魔力をPostSlotTriggerChargeRatioチャージする	Hinterer Slot: Lädt sich bei jedem erlittenen Schaden um PostSlotTriggerChargeRatio Punkte auf		후속 슬롯: 피해를 입을 때마다 PostSlotTriggerChargeRatio 점 충전
TextConfig	1001009	后置槽：每秒自动充能PostSlotTriggerChargeRatio点	後置槽：每秒自動充能PostSlotTriggerChargeRatio點	Secondary Slot: Automatically charges PostSlotTriggerChargeRatio points per second	後続スロット：1秒につき、エネルギーをPostSlotTriggerChargeRatioチャージする	Hinterer Slot: Lädt sich jede Sekunde automatisch um PostSlotTriggerChargeRatio Punkte auf		후속 슬롯: 초당 PostSlotTriggerChargeRatio 점 충전
TextConfig	1001101	秒	s	s	s	s		초
TextConfig	1001201	整理法术	整理法術	Tidying up spells	呪文ソート	Aufräumzauber		주문 정렬
TextConfig	1001301	祭坛	祭壇	Altar	祭壇	Altar	净化雕像	제단
TextConfig	1001302	随机移除一个诅咒	隨機移除一個詛咒	Randomly removes one curse.	ランダムに呪いを1個解除する	Entfernen Sie zufällig einen Fluch	随机移除一个减益	무작위로 저주 1개 제거
TextConfig	1001303	合成池	合成池	Crafting Pool	合成の釜	Synthese-Pool		합성 솥
TextConfig	1001304	将3个相同的法术合成1个高级法术	將3個相同的法術合成1個高級法術	Combines 3 identical spells into 1 advanced spell.	同じ呪文3個を合成して上級呪文1個を作る	Kombinieren Sie drei gleiche Zauber zu einem fortgeschrittenen Zauber		같은 주문 3개를 합성하여 고등급 주문 1개로 만든다
TextConfig	1001305	重铸炉	重鑄爐	Reforging Furnace	再鋳造のボイラー	Umgußofen		재련로
TextConfig	1001306	将法术随机变换成其他法术	將法術隨機變換成其他法術	Randomly transforms spells into other spells.	呪文をランダムな別呪文に変える	Verwandeln Sie einen Zauber zufällig in einen anderen		주문을 무작위로 변경
TextConfig	1001307	融合台	融合台	Fusion Bench	融合の台	Fusionstisch		융합 벤치
TextConfig	1001308	将4个任意法术合成高级法术	將4個任意法術合成高級法術	Combines 4 random spells into an advanced spell.	任意の4個の呪文を融合して上級呪文を1個作る	Kombinieren Sie vier beliebige Zauber zu einem fortgeschrittenen Zauber		임의의 4개의 주문을 융합하여 상급 주문 1개를 만든다
TextConfig	1001309	生命不够	生命不足	Not Enough HP	HPが足りません	Nicht genug Lebenspunkte		생명력 부족
TextConfig	1001310	金币不够	金幣不足	Not Enough Coins	コインが足りません	Nicht genug Goldmünze		금화 부족
TextConfig	1001311	钥匙不够	鑰匙不足	Not Enough Keys	鍵が足りません	Nicht genug Schlüssel		열쇠 부족
TextConfig	1001312	没有诅咒	沒有詛咒	No Curses	呪いはありません	Kein Fluch vorhanden	没有减益	저주 없음
TextConfig	1001313	泉水	泉水	Spring	泉	Quelle		분수
TextConfig	1001314	恢复int1%的生命	恢復int1%的生命值	Restores int1% HP	HPをint1%回復する	Stellt int1 % der Lebenspunkte wieder her		생명력을 int1% 회복
TextConfig	1001315	刷新器	重置器	Refresher	更新装置	Auffrischer		새로고침장치
TextConfig	1001316	刷新当前的货物	重置目前的貨物	Refreshes the current inventory.	商品を更新する	Aktualisieren Sie das aktuelle Angebot		상품을 새로고침한다.
TextConfig	1001317	俄罗斯轮盘	重置器	Russian Roulette	ロシアンルーレット	Russisches Roulette	抽奖转盘	러시안룰렛
TextConfig	1001318	试试"血"气	重置目前的貨物	Take a chance, risk your life.	運試し	Versuchen Sie es mit „Blut“-Glück		운을 시험한다
TextConfig	1001319	净化雕像	祭壇	Altar	祭壇	Reinigungsstatue		제단
TextConfig	1001401	开始冒险	開始冒險	Start Adventure	冒険へ	Abenteuer beginnen		모험 시작
TextConfig	1001402	法术	法術	Spells	呪文	Zauber		주문
TextConfig	1001403	遗物	遺物	Relic	遺物	Relikte		유물
TextConfig	1001404	生命上限	生命值上限	HP Boost	最大HP	Lebenspunkte-Limit		최대 생명력
TextConfig	1001405	金币	金幣	Coins	コイン	Goldmünzen		금화
TextConfig	1001406	商店	商店	Shop	ショップ	Geschäft		상점
TextConfig	1001407	加工	加工	Process	加工	Verarbeitung		공방
TextConfig	1001408	精英	精英	Elite	エリート	Elite		엘리트
TextConfig	1001409	首领	首領	Boss	ボス	Boss		보스
TextConfig	1001410	下一章	下一章	Next Chapter	次の章	Nächstes Kapitel		다음 장
TextConfig	1001411	泉水	泉水	Spring	泉	Quelle		분수
TextConfig	1001412	捷径	捷径	Shortcut	近道	Abkürzung		지름길
TextConfig	1001501	买	買	Buy	買う	Kaufen		구입
TextConfig	1001502	拾取	拾取	Pick	拾う	Aufheben		선택
TextConfig	1001503	进入	進入	Enter	入る	Betreten		들어가기
TextConfig	1001504	使用	使用	Use	使う	Verwenden		사용
TextConfig	1001505	交互	互動	Interact	使用	Interagieren		상호작용
TextConfig	1001506	打开	打開	Open	開く	Öffnen		열기
TextConfig	1001507	对话	對話	Chat	話す	Gespräch		대화
TextConfig	1001601	普通	普通	Normal	コモン	Normal		일반
TextConfig	1001602	稀有	稀有	Rare	レア	Selten		희귀
TextConfig	1001603	史诗	史詩	Epic	エピック	Episch		서사
TextConfig	1001604	独特	獨特	Unique	ユニーク	Einzigartig		고유
TextConfig	1001701	隐秘者营地	隱秘者營地	Secret Camp	ハーミットキャンプ	Lager der Verborgenheit		숨겨진 캠프
TextConfig	1001702	遗迹之森	遺跡之森	Forest of Relics	遺跡の森	Wald der Ruinen		유적의 숲
TextConfig	1001703	永恒堡垒	永恆堡壘	Eternal Fortress	永遠の砦	Ewige Festung		영원한 요새
TextConfig	1001704	朝圣者走廊	朝聖者走廊	Pilgrim's Passage	巡礼者の回廊	Pilgerflur	迷失者走廊	순례자의 회랑
TextConfig	1001705	旧日深渊	舊日深淵	Abyss of Antiquity	昔の深淵	Alter Abgrund		고대의 심연
TextConfig	1001706	古代王座	古王座	Ancient Throne	古代の玉座	Alter Thron		고대의 왕좌
TextConfig	1001801	施法	施法	Cast	詠唱	Zaubern		시전
TextConfig	1001802	使用药剂（按住）	使用藥劑（按住）	Use Potion (Hold)	薬を使う（長押し）	Zaubertrank verwenden (gedrückt halten)		물약 사용(길게 누르기)
TextConfig	1001803	打开/关闭背包	打開/關閉背包	Open/Close Inventory	バッグを開く/閉じる	Inventar öffnen/schließen		가방 열기/닫기
TextConfig	1001804	移动	移動	Move	移動	Bewegen		이동
TextConfig	1001805	切换法杖	切換法杖	Switch Wand	杖の切り替え	Zauberstab wechseln		지팡이 교체
TextConfig	1001806	触摸背包图标,打开/关闭背包	觸摸背包圖標，打開/關閉背包	Tap the Inventory icon to Open/Close the Inventory	バッグのアイコンをクリックしてバッグを開く/閉じる	Berühren Sie das Inventarsymbol, um das Inventar zu öffnen/schließen		가방 아이콘을 클릭하여 가방 열기/닫기
TextConfig	1001807	长按药水按钮 : 使用药水	長按藥水按鈕：使用藥水	Long press the Potions button: Use Potion	薬ボタンを長押しで使用できる	Halten Sie die Tranktaste gedrückt: Zaubertrank benutzen		물약 버튼을 길게 눌러 사용할 수 있습니다
TextConfig	1001808	点击或拖动右摇杆施法	點擊或拖動右搖杆施法	Click or drag the Right Stick to cast	クリックまたは右スティックを押すことで呪文を唱える	Klicken oder ziehen Sie den rechten Stick, um zu zaubern		주문을 시전하려면 오른쪽 조이스틱을 클릭하거나 드래그하세요
TextConfig	1001901	移动速度	移動速度	Movement Speed	移動速度	Bewegungsgeschwindigkeit		이동속도
TextConfig	1001902	魔法恢复	魔法值恢復	MP Regen	MP回復	Mana-Regeneration		마력 회복
TextConfig	1001903	所有伤害	所有伤害	All DMG	すべてのダメージ	Gesamtschaden		모든 피해
TextConfig	1001904	所有暴击率	所有暴击率	All CRIT Rate	すべてのクリティカル率	Gesamte kritische Trefferchance		모든 치명타
TextConfig	1002001	闪避	閃避	Dodge	回避	Ausweichen		회피
TextConfig	1002002	免疫	免疫	Immune	免疫	Immunität		면역
TextConfig	1002003	无效	無效	Invalid	効果なし	Unwirksam		효과 없음
TextConfig	1002004	升级遗物	升級遺物	Upgrade Relic	遺物強化	Relikte verbessern		유물 강화
TextConfig	1002005	已吸收	已吸收	Absorbed	吸収済み	Aufgesogen		흡수됨
TextConfig	1002006	攻击已增加	攻擊已增加	Attack Increased	ダメージアップ	Angriff erhöht		공격력 증가
TextConfig	1002007	已移除诅咒	已移除詛咒	Curse Removed	呪いを解除しました	Fluch entfernt	已移除减益	저주가 제거되었다
TextConfig	1002008	已长成	已長成	Grown	成長しました	Ausgewachsen		성장했다
TextConfig	1002009	新药水	新藥水	New Potion	新薬を獲得	Neuer Zaubertrank		새로운 물약
TextConfig	1002010	没有遗物	沒有遺物	No Relics	遺物がありません	Kein Relikt		유물 없음
TextConfig	1002011	阿达瓦啃大瓜已提升至LV:	阿達瓦啃大瓜已提升至LV:	Adava Keravda upgraded to Lv.	アタワがLVに昇格しました。	Avada Kedavra aufgestiegen auf LV:	阿达瓦啃大瓜已提升至等级:	아다바 케라브다의 LV이 올랐다
TextConfig	1002012	阿达瓦啃大瓜已升至LV: Max	阿達瓦啃大瓜升至LV: Max	Adava Keravda reached Lv. Max	アタワがLV:Maxまで上がりました	Avada Kedavra aufgestiegen auf LV: Max	阿达瓦啃大瓜已提升至等级:最高	아다바 케다브라의 LV이 최대가 되었다
TextConfig	1002013	杀敌数	殺敵數	Kills	倒した敵の数	Anzahl der getöteten Feinde	击败数	처치한 적의 수
TextConfig	1002014	格子不足	格子不足	Insufficient Slots	スロットが足りない	Nicht genug Slots		슬롯이 부족하다
TextConfig	1002015	隐身	隱身	Invisible	ステルス	Unsichtbarkeit		은신
TextConfig	1002016	捕获	捕獲	Captured	捕獲	Gefangennehmen		포획
TextConfig	1002017	长按移动解除	長按移動解除	Long Press to cancel movement	移動ボタンを長押しで解除	Lang gedrückt halten, um Bewegung aufzuheben		이동 버튼을 길게 눌러 해제
TextConfig	1002018	每秒+	每秒+	per second	1秒ごとに+	Pro Sekunde +		매초 +
TextConfig	1002019	法杖中没有可施放法术	法杖中沒有可施放法術	No spells in the wand can be cast	杖に詠唱できる呪文はありません	Kein Zauber im Zauberstab verfügbar		지팡이에 시전 할 수있는 주문이 없습니다
TextConfig	1002020	无法移除	無法移除	Unremovable	削除できません	Nicht entfernbar		제거할 수 없습니다
TextConfig	1002021	受到的伤害	受到的傷害	DMG Taken	被ダメージ	Erlittener Schaden		받는 피해
TextConfig	1002022	，冲刺最多可储存int2次	，衝刺最多可儲存int2次	Sprint can be stored up to int2 times	、ダッシュは最大int2回までためられます	, Sprint kann bis zu int2 Mal gespeichert werden		, 질주는 최대 int2 번까지 저장할 수 있습니다
TextConfig	1002023	飞剑数量	飛劍數量	Number of flying swords	飛剣数	Anzahl der fliegenden Schwerter		비검 수
TextConfig	1002024	全图	全圖	Full Map	全フィールド	Gesamte Karte		전도
TextConfig	1002025	按\KeySprint使用冲刺技能，	按\KeySprint鍵使用衝刺技能，	Press \KeySprint to sprint,	\KeySprint でダッシュを使えます、	Drücken Sie die \KeySprint, um den Sprint-Skill zu nutzen,		\KeySprint를 눌러 질주를 사용합니다，
TextConfig	1002026	按下右摇杆使用冲刺技能，	按下右搖杆使用衝刺技能，	Press the Right Stick to sprint.	右スティックを押すとダッシュを使えます、	Drücken Sie den rechten Stick, um den Sprint-Skill zu nutzen,		오른쪽 스틱을 눌러 질주를 사용합니다，
